region,segment,OrderDate,UnitPrice,orderQuantity,stateOrProvince,year,totalCost,month
West,Red Wine,26.07.2012,42.98,15.0,Western Australia,2012,644.7,7
West,Red Wine,27.07.2010,11.97,6.0,Western Australia,2010,71.82,7
West,Red Wine,14.01.2011,10.23,2.0,Western Australia,2011,20.46,1
West,Red Wine,30.12.2011,55.98,10.0,Western Australia,2011,559.8,12
West,Red Wine,29.07.2013,3.26,13.0,Western Australia,2013,42.38,7
West,Red Wine,07.06.2012,9.06,19.0,Western Australia,2012,172.14,6
West,Red Wine,18.04.2012,5.98,1.0,Western Australia,2012,5.98,4
West,Red Wine,19.11.2011,54.1,4.0,Western Australia,2011,216.4,11
West,Red Wine,20.09.2011,8.67,17.0,Western Australia,2011,147.39,9
West,Red Wine,25.05.2011,22.84,9.0,Western Australia,2011,205.56,5
West,Red Wine,11.12.2012,10.89,13.0,Western Australia,2012,141.57,12
West,Red Wine,01.09.2010,6.74,15.0,Western Australia,2010,101.1,9
West,Red Wine,26.01.2011,10.89,8.0,Western Australia,2011,87.12,1
West,Red Wine,19.09.2012,7.45,6.0,Western Australia,2012,44.7,9
West,Red Wine,03.08.2011,4.54,10.0,Western Australia,2011,45.4,8
West,Red Wine,08.04.2011,12.98,5.0,Western Australia,2011,64.9,4
West,Red Wine,25.09.2010,46.89,17.0,Western Australia,2010,797.13,9
West,Red Wine,09.07.2013,10.91,1.0,Western Australia,2013,10.91,7
West,Red Wine,19.12.2013,6.23,13.0,Western Australia,2013,80.99,12
West,Red Wine,02.10.2012,4.71,15.0,Western Australia,2012,70.65,10
West,Red Wine,14.07.2011,7.31,14.0,Western Australia,2011,102.34,7
West,Red Wine,24.08.2010,7.64,12.0,Western Australia,2010,91.68,8
West,Red Wine,01.05.2010,415.88,1.0,Western Australia,2010,415.88,5
West,Red Wine,17.09.2010,10.98,5.0,Western Australia,2010,54.9,9
West,Red Wine,16.09.2013,15.51,15.0,Western Australia,2013,232.65,9
West,Red Wine,11.05.2013,4.48,11.0,Western Australia,2013,49.28,5
West,Red Wine,31.07.2012,17.24,6.0,Western Australia,2012,103.44,7
West,Red Wine,21.07.2013,15.51,8.0,Western Australia,2013,124.08,7
West,Red Wine,18.08.2012,5.4,5.0,Western Australia,2012,27.0,8
West,Red Wine,03.05.2012,30.98,18.0,Western Australia,2012,557.64,5
West,Red Wine,11.02.2012,7.28,11.0,Western Australia,2012,80.08,2
West,Red Wine,07.10.2011,11.58,12.0,Western Australia,2011,138.96,10
West,Red Wine,30.06.2011,38.76,10.0,Western Australia,2011,387.6,6
West,Red Wine,28.09.2013,4.71,15.0,Western Australia,2013,70.65,9
West,Red Wine,18.04.2012,8.88,1.0,Western Australia,2012,8.88,4
West,Red Wine,04.07.2013,165.2,13.0,Western Australia,2013,2147.6,7
West,Red Wine,18.02.2012,7.98,2.0,Western Australia,2012,15.96,2
West,Red Wine,30.06.2010,3.68,6.0,Western Australia,2010,22.08,6
West,Red Wine,30.06.2010,9.71,7.0,Western Australia,2010,67.97,6
West,Red Wine,10.09.2011,10.89,2.0,Western Australia,2011,21.78,9
West,Red Wine,26.02.2013,387.99,11.0,Western Australia,2013,4267.89,2
West,Red Wine,05.11.2011,6.81,26.0,Western Australia,2011,177.06,11
West,Red Wine,27.08.2013,2.61,7.0,Western Australia,2013,18.27,8
West,Red Wine,04.04.2011,64.98,12.0,Western Australia,2011,779.76,4
West,Red Wine,15.06.2010,4.24,13.0,Western Australia,2010,55.12,6
West,Red Wine,19.12.2010,4.06,22.0,Western Australia,2010,89.32,12
West,Red Wine,13.03.2010,4.13,1.0,Western Australia,2010,4.13,3
West,Red Wine,11.09.2013,34.54,4.0,Western Australia,2013,138.16,9
West,Red Wine,14.09.2013,40.98,10.0,Western Australia,2013,409.8,9
West,Red Wine,21.11.2012,3.81,28.0,Western Australia,2012,106.68,11
West,Red Wine,24.05.2011,161.55,3.0,Western Australia,2011,484.65,5
West,Red Wine,09.10.2013,5.68,21.0,Western Australia,2013,119.28,10
West,Red Wine,16.05.2012,76.72,7.0,Western Australia,2012,537.04,5
West,Red Wine,13.06.2013,78.8,17.0,Western Australia,2013,1339.6,6
West,Red Wine,16.09.2013,7.64,4.0,Western Australia,2013,30.56,9
West,Red Wine,02.01.2010,9.11,4.0,Western Australia,2010,36.44,1
West,Red Wine,02.01.2010,15.04,11.0,Western Australia,2010,165.44,1
West,Red Wine,08.11.2013,8.6,21.0,Western Australia,2013,180.6,11
West,Red Wine,23.10.2013,15.67,3.0,Western Australia,2013,47.01,10
West,Red Wine,11.01.2013,9.11,5.0,Western Australia,2013,45.55,1
West,Red Wine,12.09.2012,22.84,2.0,Western Australia,2012,45.68,9
West,Red Wine,03.08.2012,2.94,23.0,Western Australia,2012,67.62,8
West,Red Wine,26.03.2012,3.28,1.0,Western Australia,2012,3.28,3
West,Red Wine,10.07.2011,98.31,1.0,Western Australia,2011,98.31,7
West,Red Wine,22.10.2010,47.9,20.0,Western Australia,2010,958.0,10
West,Red Wine,06.03.2010,60.98,7.0,Western Australia,2010,426.86,3
West,Red Wine,12.09.2010,5.98,18.0,Western Australia,2010,107.64,9
West,Red Wine,22.01.2011,2.88,1.0,Western Australia,2011,2.88,1
West,Red Wine,11.05.2010,3.8,5.0,Western Australia,2010,19.0,5
West,Red Wine,21.06.2011,22.38,13.0,Western Australia,2011,290.94,6
West,Red Wine,11.04.2012,42.76,7.0,Western Australia,2012,299.32,4
West,Red Wine,10.07.2012,14.48,8.0,Western Australia,2012,115.84,7
West,Red Wine,17.01.2011,3.28,7.0,Western Australia,2011,22.96,1
West,Red Wine,16.11.2013,2.88,44.0,Western Australia,2013,126.72,11
West,Red Wine,29.11.2012,1.68,21.0,Western Australia,2012,35.28,11
West,Red Wine,16.10.2013,832.81,15.0,Western Australia,2013,12492.15,10
West,Red Wine,21.02.2010,4.91,10.0,Western Australia,2010,49.1,2
West,Red Wine,19.08.2013,7.28,18.0,Western Australia,2013,131.04,8
West,Red Wine,01.03.2013,37.94,2.0,Western Australia,2013,75.88,3
West,Red Wine,07.03.2013,6.68,6.0,Western Australia,2013,40.08,3
West,Red Wine,22.06.2012,193.17,19.0,Western Australia,2012,3670.23,6
West,Red Wine,15.12.2011,3.71,6.0,Western Australia,2011,22.26,12
South,Rose / Sparkling Wine,19.08.2010,35.99,19.0,Australian Capital Territory,2010,683.81,8
South,Rose / Sparkling Wine,21.07.2012,500.98,12.0,Australian Capital Territory,2012,6011.76,7
South,Rose / Sparkling Wine,22.03.2010,1500.97,1.0,Australian Capital Territory,2010,1500.97,3
South,Rose / Sparkling Wine,25.02.2011,125.99,4.0,Australian Capital Territory,2011,503.96,2
South,Rose / Sparkling Wine,05.02.2010,195.99,2.0,Australian Capital Territory,2010,391.98,2
South,Rose / Sparkling Wine,12.02.2013,15.98,7.0,Australian Capital Territory,2013,111.86,2
South,Rose / Sparkling Wine,16.10.2011,30.73,14.0,Australian Capital Territory,2011,430.22,10
South,Rose / Sparkling Wine,08.03.2011,85.99,9.0,Australian Capital Territory,2011,773.91,3
South,Rose / Sparkling Wine,13.05.2013,125.99,12.0,Australian Capital Territory,2013,1511.88,5
South,Rose / Sparkling Wine,10.02.2012,55.99,13.0,Australian Capital Territory,2012,727.87,2
South,Rose / Sparkling Wine,05.10.2013,10.97,16.0,Australian Capital Territory,2013,175.52,10
South,Rose / Sparkling Wine,20.04.2011,125.99,4.0,Australian Capital Territory,2011,503.96,4
South,Rose / Sparkling Wine,27.03.2010,15.28,2.0,Australian Capital Territory,2010,30.56,3
South,Rose / Sparkling Wine,09.02.2013,65.99,1.0,Australian Capital Territory,2013,65.99,2
South,Rose / Sparkling Wine,24.09.2013,65.99,5.0,Australian Capital Territory,2013,329.95,9
South,Rose / Sparkling Wine,27.03.2013,125.99,9.0,Australian Capital Territory,2013,1133.91,3
South,Rose / Sparkling Wine,14.02.2012,110.99,5.0,Australian Capital Territory,2012,554.95,2
East,Rose / Sparkling Wine,02.12.2012,17.98,50.0,New South Wales,2012,899.0,12
East,Rose / Sparkling Wine,27.03.2010,8.12,41.0,New South Wales,2010,332.92,3
East,Rose / Sparkling Wine,14.08.2010,8.33,32.0,New South Wales,2010,266.56,8
East,Rose / Sparkling Wine,11.12.2012,300.97,86.0,New South Wales,2012,25883.42,12
East,Rose / Sparkling Wine,02.08.2013,40.98,96.0,New South Wales,2013,3934.08,8
East,Rose / Sparkling Wine,18.10.2011,40.96,5.0,New South Wales,2011,204.8,10
East,Rose / Sparkling Wine,13.06.2010,85.99,6.0,New South Wales,2010,515.94,6
East,Rose / Sparkling Wine,23.08.2011,152.48,22.0,New South Wales,2011,3354.56,8
East,Rose / Sparkling Wine,13.01.2013,125.99,13.0,New South Wales,2013,1637.87,1
East,Rose / Sparkling Wine,21.07.2010,15.98,9.0,New South Wales,2010,143.82,7
East,Rose / Sparkling Wine,15.07.2012,17.98,3.0,New South Wales,2012,53.94,7
East,Rose / Sparkling Wine,03.01.2010,574.74,12.0,New South Wales,2010,6896.88,1
East,Rose / Sparkling Wine,10.01.2013,4.89,9.0,New South Wales,2013,44.01,1
East,Rose / Sparkling Wine,17.04.2010,125.99,1.0,New South Wales,2010,125.99,4
East,Rose / Sparkling Wine,01.03.2010,90.97,3.0,New South Wales,2010,272.91,3
East,Rose / Sparkling Wine,09.04.2012,35.41,1.0,New South Wales,2012,35.41,4
East,Rose / Sparkling Wine,10.03.2010,99.99,2.0,New South Wales,2010,199.98,3
East,Rose / Sparkling Wine,25.11.2010,300.98,20.0,New South Wales,2010,6019.6,11
East,Rose / Sparkling Wine,11.02.2013,32.98,8.0,New South Wales,2013,263.84,2
East,Rose / Sparkling Wine,17.01.2010,16.48,8.0,New South Wales,2010,131.84,1
East,Rose / Sparkling Wine,18.12.2013,29.89,1.0,New South Wales,2013,29.89,12
East,Rose / Sparkling Wine,22.01.2012,32.98,12.0,New South Wales,2012,395.76,1
East,Rose / Sparkling Wine,18.08.2010,47.98,2.0,New South Wales,2010,95.96,8
East,Rose / Sparkling Wine,13.10.2010,125.99,23.0,New South Wales,2010,2897.77,10
East,Rose / Sparkling Wine,06.05.2013,35.41,10.0,New South Wales,2013,354.1,5
East,Rose / Sparkling Wine,20.10.2011,810.98,16.0,New South Wales,2011,12975.68,10
East,Rose / Sparkling Wine,09.11.2013,200.99,6.0,New South Wales,2013,1205.94,11
East,Rose / Sparkling Wine,27.01.2012,200.99,10.0,New South Wales,2012,2009.9,1
East,Rose / Sparkling Wine,12.03.2010,47.98,8.0,New South Wales,2010,383.84,3
East,Rose / Sparkling Wine,04.09.2010,95.99,3.0,New South Wales,2010,287.97,9
East,Rose / Sparkling Wine,03.08.2011,8.46,7.0,New South Wales,2011,59.22,8
East,Rose / Sparkling Wine,30.07.2013,199.99,1.0,New South Wales,2013,199.99,7
East,Rose / Sparkling Wine,26.01.2011,20.89,2.0,New South Wales,2011,41.78,1
East,Rose / Sparkling Wine,08.02.2013,175.99,13.0,New South Wales,2013,2287.87,2
East,Rose / Sparkling Wine,04.11.2010,10.97,19.0,New South Wales,2010,208.43,11
East,Rose / Sparkling Wine,28.11.2013,120.97,23.0,New South Wales,2013,2782.31,11
East,Rose / Sparkling Wine,06.04.2013,23.99,11.0,New South Wales,2013,263.89,4
East,Rose / Sparkling Wine,30.09.2010,65.99,23.0,New South Wales,2010,1517.77,9
East,Rose / Sparkling Wine,11.11.2013,29.89,22.0,New South Wales,2013,657.58,11
East,Rose / Sparkling Wine,21.03.2013,43.22,6.0,New South Wales,2013,259.32,3
East,Rose / Sparkling Wine,08.11.2013,205.99,45.0,New South Wales,2013,9269.55,11
East,Rose / Sparkling Wine,25.11.2011,11.99,14.0,New South Wales,2011,167.86,11
East,Rose / Sparkling Wine,09.12.2013,200.99,22.0,New South Wales,2013,4421.78,12
East,Rose / Sparkling Wine,18.11.2012,20.97,27.0,New South Wales,2012,566.19,11
East,Rose / Sparkling Wine,26.10.2013,145.45,7.0,New South Wales,2013,1018.15,10
East,Rose / Sparkling Wine,06.07.2012,808.49,13.0,New South Wales,2012,10510.37,7
East,Rose / Sparkling Wine,18.10.2012,29.89,24.0,New South Wales,2012,717.36,10
East,Rose / Sparkling Wine,04.03.2012,4.89,4.0,New South Wales,2012,19.56,3
East,Rose / Sparkling Wine,14.01.2013,449.99,10.0,New South Wales,2013,4499.9,1
East,Rose / Sparkling Wine,10.03.2010,6783.02,1.0,New South Wales,2010,6783.02,3
East,Rose / Sparkling Wine,20.04.2012,20.97,6.0,New South Wales,2012,125.82,4
East,Rose / Sparkling Wine,31.05.2012,39.98,6.0,New South Wales,2012,239.88,5
East,Rose / Sparkling Wine,01.04.2013,100.97,4.0,New South Wales,2013,403.88,4
East,Rose / Sparkling Wine,10.05.2013,55.99,12.0,New South Wales,2013,671.88,5
East,Rose / Sparkling Wine,28.01.2013,34.98,13.0,New South Wales,2013,454.74,1
East,Rose / Sparkling Wine,01.09.2013,7.99,22.0,New South Wales,2013,175.78,9
East,Rose / Sparkling Wine,26.01.2013,5.98,8.0,New South Wales,2013,47.84,1
East,Rose / Sparkling Wine,18.09.2013,4.98,8.0,New South Wales,2013,39.84,9
East,Rose / Sparkling Wine,03.09.2013,27.48,16.0,New South Wales,2013,439.68,9
East,Rose / Sparkling Wine,25.02.2010,8.33,1.0,New South Wales,2010,8.33,2
East,Rose / Sparkling Wine,16.08.2012,49.99,14.0,New South Wales,2012,699.86,8
East,Rose / Sparkling Wine,27.07.2012,120.97,16.0,New South Wales,2012,1935.52,7
East,Rose / Sparkling Wine,09.08.2011,85.99,14.0,New South Wales,2011,1203.86,8
East,Rose / Sparkling Wine,19.07.2011,205.99,2.0,New South Wales,2011,411.98,7
East,Rose / Sparkling Wine,12.11.2013,26.31,9.0,New South Wales,2013,236.79,11
East,Rose / Sparkling Wine,06.03.2013,55.99,1.0,New South Wales,2013,55.99,3
East,Rose / Sparkling Wine,14.06.2012,152.48,6.0,New South Wales,2012,914.88,6
East,Rose / Sparkling Wine,15.04.2013,82.99,8.0,New South Wales,2013,663.92,4
East,Rose / Sparkling Wine,19.09.2010,8.12,17.0,New South Wales,2010,138.04,9
East,Rose / Sparkling Wine,16.02.2010,4.98,10.0,New South Wales,2010,49.8,2
East,Rose / Sparkling Wine,11.05.2013,30.98,2.0,New South Wales,2013,61.96,5
East,Rose / Sparkling Wine,03.01.2013,8.46,10.0,New South Wales,2013,84.6,1
East,Rose / Sparkling Wine,02.10.2013,599.99,11.0,New South Wales,2013,6599.89,10
East,Rose / Sparkling Wine,23.08.2012,65.99,21.0,New South Wales,2012,1385.79,8
East,Rose / Sparkling Wine,11.06.2013,20.99,17.0,New South Wales,2013,356.83,6
East,Rose / Sparkling Wine,15.04.2013,22.98,10.0,New South Wales,2013,229.8,4
East,Rose / Sparkling Wine,07.10.2012,125.99,19.0,New South Wales,2012,2393.81,10
East,Rose / Sparkling Wine,18.06.2013,0.99,6.0,New South Wales,2013,5.94,6
East,Rose / Sparkling Wine,08.02.2013,15.98,12.0,New South Wales,2013,191.76,2
North,Rose / Sparkling Wine,28.12.2010,49.99,48.0,Northern Territory,2010,2399.52,12
North,Rose / Sparkling Wine,15.06.2013,145.45,8.0,Northern Territory,2013,1163.6,6
North,Rose / Sparkling Wine,23.07.2012,17.48,4.0,Northern Territory,2012,69.92,7
North,Rose / Sparkling Wine,09.02.2013,35.99,41.0,Northern Territory,2013,1475.59,2
North,Rose / Sparkling Wine,18.08.2013,7.99,48.0,Northern Territory,2013,383.52,8
North,Rose / Sparkling Wine,21.07.2010,43.98,40.0,Northern Territory,2010,1759.2,7
North,Rose / Sparkling Wine,08.05.2013,175.99,18.0,Northern Territory,2013,3167.82,5
North,Rose / Sparkling Wine,20.09.2010,125.99,12.0,Northern Territory,2010,1511.88,9
North,Rose / Sparkling Wine,21.12.2011,306.14,22.0,Northern Territory,2011,6735.08,12
North,Rose / Sparkling Wine,14.12.2011,20.95,5.0,Northern Territory,2011,104.75,12
North,Rose / Sparkling Wine,22.07.2011,30.73,1.0,Northern Territory,2011,30.73,7
North,Rose / Sparkling Wine,07.05.2013,20.97,1.0,Northern Territory,2013,20.97,5
North,Rose / Sparkling Wine,11.01.2013,500.98,4.0,Northern Territory,2013,2003.92,1
North,Rose / Sparkling Wine,28.11.2013,115.99,34.0,Northern Territory,2013,3943.66,11
North,Rose / Sparkling Wine,15.09.2012,30.98,19.0,Northern Territory,2012,588.62,9
North,Rose / Sparkling Wine,12.01.2010,40.98,3.0,Northern Territory,2010,122.94,1
North,Rose / Sparkling Wine,10.01.2010,30.42,11.0,Northern Territory,2010,334.62,1
North,Rose / Sparkling Wine,26.02.2010,35.99,5.0,Northern Territory,2010,179.95,2
North,Rose / Sparkling Wine,29.07.2013,6.6,14.0,Northern Territory,2013,92.4,7
North,Rose / Sparkling Wine,09.05.2010,6.48,15.0,Northern Territory,2010,97.2,5
North,Rose / Sparkling Wine,16.09.2012,13.99,20.0,Northern Territory,2012,279.8,9
North,Rose / Sparkling Wine,09.09.2011,26.31,9.0,Northern Territory,2011,236.79,9
North,Rose / Sparkling Wine,19.04.2011,32.98,1.0,Queensland,2011,32.98,4
North,Rose / Sparkling Wine,11.02.2011,51.98,10.0,Queensland,2011,519.8,2
North,Rose / Sparkling Wine,25.06.2012,26.31,8.0,Queensland,2012,210.48,6
North,Rose / Sparkling Wine,08.03.2010,80.97,3.0,Queensland,2010,242.91,3
North,Rose / Sparkling Wine,02.05.2012,205.99,15.0,Queensland,2012,3089.85,5
North,Rose / Sparkling Wine,05.02.2012,28.99,5.0,Queensland,2012,144.95,2
North,Rose / Sparkling Wine,25.09.2011,8.33,10.0,Queensland,2011,83.3,9
North,Rose / Sparkling Wine,25.09.2011,30.98,5.0,Queensland,2011,154.9,9
North,Rose / Sparkling Wine,15.03.2012,125.99,2.0,Queensland,2012,251.98,3
North,Rose / Sparkling Wine,12.09.2011,6783.02,2.0,Queensland,2011,13566.04,9
North,Rose / Sparkling Wine,15.09.2011,145.45,18.0,Queensland,2011,2618.1,9
North,Rose / Sparkling Wine,19.10.2013,449.99,9.0,Queensland,2013,4049.91,10
North,Rose / Sparkling Wine,18.05.2013,8.46,12.0,Queensland,2013,101.52,5
North,Rose / Sparkling Wine,14.10.2013,85.99,20.0,Queensland,2013,1719.8,10
North,Rose / Sparkling Wine,18.03.2012,35.99,13.0,Queensland,2012,467.87,3
North,Rose / Sparkling Wine,25.09.2011,85.99,16.0,Queensland,2011,1375.84,9
North,Rose / Sparkling Wine,17.04.2012,200.99,9.0,Queensland,2012,1808.91,4
North,Rose / Sparkling Wine,15.07.2013,65.99,17.0,Queensland,2013,1121.83,7
North,Rose / Sparkling Wine,15.12.2011,155.99,16.0,Queensland,2011,2495.84,12
North,Rose / Sparkling Wine,23.05.2012,195.99,15.0,Queensland,2012,2939.85,5
North,Rose / Sparkling Wine,19.01.2013,145.45,14.0,Queensland,2013,2036.3,1
North,Rose / Sparkling Wine,25.10.2013,205.99,8.0,Queensland,2013,1647.92,10
North,Rose / Sparkling Wine,02.01.2013,199.99,10.0,Queensland,2013,1999.9,1
North,Rose / Sparkling Wine,14.02.2012,20.99,13.0,Queensland,2012,272.87,2
North,Rose / Sparkling Wine,24.07.2012,125.99,7.0,Queensland,2012,881.93,7
North,Rose / Sparkling Wine,24.07.2012,125.99,16.0,Queensland,2012,2015.84,7
South,Rose / Sparkling Wine,14.03.2010,85.99,19.0,South Australia,2010,1633.81,3
South,Rose / Sparkling Wine,18.11.2012,20.97,109.0,South Australia,2012,2285.73,11
South,Rose / Sparkling Wine,23.09.2013,17.98,92.0,South Australia,2013,1654.16,9
South,Rose / Sparkling Wine,24.09.2012,39.99,55.0,South Australia,2012,2199.45,9
South,Rose / Sparkling Wine,10.06.2011,7.99,10.0,South Australia,2011,79.9,6
South,Rose / Sparkling Wine,21.04.2013,4.89,10.0,South Australia,2013,48.9,4
South,Rose / Sparkling Wine,07.08.2012,31.11,14.0,South Australia,2012,435.54,8
South,Rose / Sparkling Wine,09.12.2011,8.12,22.0,South Australia,2011,178.64,12
South,Rose / Sparkling Wine,28.06.2012,39.98,6.0,South Australia,2012,239.88,6
South,Rose / Sparkling Wine,05.05.2013,152.48,4.0,South Australia,2013,609.92,5
South,Rose / Sparkling Wine,26.05.2013,65.99,13.0,South Australia,2013,857.87,5
South,Rose / Sparkling Wine,04.09.2011,15.99,10.0,South Australia,2011,159.9,9
South,Rose / Sparkling Wine,20.01.2013,65.99,1.0,South Australia,2013,65.99,1
South,Rose / Sparkling Wine,29.10.2012,256.99,18.0,South Australia,2012,4625.82,10
South,Rose / Sparkling Wine,25.09.2010,4.98,20.0,South Australia,2010,99.6,9
South,Rose / Sparkling Wine,20.06.2012,65.99,6.0,South Australia,2012,395.94,6
South,Rose / Sparkling Wine,22.08.2013,65.99,23.0,South Australia,2013,1517.77,8
South,Rose / Sparkling Wine,27.04.2013,205.99,5.0,Australian Capital Territory,2013,1029.95,4
South,Rose / Sparkling Wine,16.09.2010,442.14,14.0,South Australia,2010,6189.96,9
South,Rose / Sparkling Wine,24.10.2011,195.99,23.0,South Australia,2011,4507.77,10
South,Rose / Sparkling Wine,11.04.2011,125.99,8.0,South Australia,2011,1007.92,4
South,Rose / Sparkling Wine,29.09.2011,90.97,13.0,South Australia,2011,1182.61,9
South,Rose / Sparkling Wine,22.04.2012,270.97,12.0,Australian Capital Territory,2012,3251.64,4
South,Rose / Sparkling Wine,04.11.2010,35.99,26.0,South Australia,2010,935.74,11
South,Rose / Sparkling Wine,30.12.2011,100.98,6.0,South Australia,2011,605.88,12
South,Rose / Sparkling Wine,19.12.2010,40.98,19.0,South Australia,2010,778.62,12
South,Rose / Sparkling Wine,04.05.2012,115.99,3.0,South Australia,2012,347.97,5
South,Rose / Sparkling Wine,20.11.2010,55.99,33.0,South Australia,2010,1847.67,11
South,Rose / Sparkling Wine,10.01.2012,3499.99,2.0,South Australia,2012,6999.98,1
South,Rose / Sparkling Wine,13.12.2011,8.33,11.0,South Australia,2011,91.63,12
South,Rose / Sparkling Wine,29.06.2013,195.99,9.0,South Australia,2013,1763.91,6
South,Rose / Sparkling Wine,10.02.2013,32.98,5.0,South Australia,2013,164.9,2
South,Rose / Sparkling Wine,07.01.2012,35.99,8.0,South Australia,2012,287.92,1
South,Rose / Sparkling Wine,18.04.2013,155.99,9.0,South Australia,2013,1403.91,4
South,Rose / Sparkling Wine,01.11.2012,300.97,7.0,South Australia,2012,2106.79,11
South,Rose / Sparkling Wine,19.05.2011,125.99,15.0,South Australia,2011,1889.85,5
South,Rose / Sparkling Wine,02.03.2013,83.1,4.0,Australian Capital Territory,2013,332.4,3
South,Rose / Sparkling Wine,10.11.2013,40.98,42.0,South Australia,2013,1721.16,11
South,Rose / Sparkling Wine,12.11.2012,47.98,32.0,South Australia,2012,1535.36,11
South,Rose / Sparkling Wine,01.02.2011,30.98,8.0,South Australia,2011,247.84,2
South,Rose / Sparkling Wine,15.05.2013,8.32,44.0,Tasmania,2013,366.08,5
South,Rose / Sparkling Wine,26.12.2011,195.99,13.0,Tasmania,2011,2547.87,12
South,Rose / Sparkling Wine,06.12.2013,20.89,16.0,Tasmania,2013,334.24,12
South,Rose / Sparkling Wine,30.07.2013,199.99,4.0,Tasmania,2013,799.96,7
South,Rose / Sparkling Wine,16.07.2011,17.48,11.0,Tasmania,2011,192.28,7
South,Rose / Sparkling Wine,22.04.2012,270.97,49.0,Tasmania,2012,13277.53,4
South,Rose / Sparkling Wine,23.03.2013,65.99,13.0,Tasmania,2013,857.87,3
South,Rose / Sparkling Wine,15.10.2010,175.99,16.0,Tasmania,2010,2815.84,10
South,Rose / Sparkling Wine,03.08.2012,11.99,83.0,Tasmania,2012,995.17,8
South,Rose / Sparkling Wine,27.02.2013,31.78,7.0,Tasmania,2013,222.46,2
South,Rose / Sparkling Wine,24.11.2011,30.98,21.0,Tasmania,2011,650.58,11
South,Rose / Sparkling Wine,25.05.2011,45.19,4.0,Tasmania,2011,180.76,5
South,Rose / Sparkling Wine,28.03.2011,80.97,1.0,Tasmania,2011,80.97,3
South,Rose / Sparkling Wine,07.10.2010,27.48,11.0,Tasmania,2010,302.28,10
South,Rose / Sparkling Wine,03.04.2012,39.98,7.0,Tasmania,2012,279.86,4
South,Rose / Sparkling Wine,03.04.2012,65.99,6.0,Tasmania,2012,395.94,4
South,Rose / Sparkling Wine,25.01.2010,125.99,4.0,Tasmania,2010,503.96,1
South,Rose / Sparkling Wine,22.03.2013,15.98,10.0,Tasmania,2013,159.8,3
South,Rose / Sparkling Wine,14.09.2010,45.99,3.0,Tasmania,2010,137.97,9
South,Rose / Sparkling Wine,19.06.2013,155.99,6.0,Tasmania,2013,935.94,6
South,Rose / Sparkling Wine,30.12.2010,599.99,22.0,Tasmania,2010,13199.78,12
South,Rose / Sparkling Wine,13.09.2012,85.99,22.0,Tasmania,2012,1891.78,9
South,Rose / Sparkling Wine,28.08.2010,20.99,11.0,Tasmania,2010,230.89,8
South,Rose / Sparkling Wine,06.07.2013,155.99,14.0,Tasmania,2013,2183.86,7
South,Rose / Sparkling Wine,13.11.2012,45.99,9.0,Tasmania,2012,413.91,11
South,Rose / Sparkling Wine,23.06.2011,125.99,19.0,Tasmania,2011,2393.81,6
South,Rose / Sparkling Wine,08.01.2012,65.99,8.0,Tasmania,2012,527.92,1
South,Rose / Sparkling Wine,16.07.2010,28.48,7.0,Tasmania,2010,199.36,7
South,Rose / Sparkling Wine,16.07.2010,65.99,14.0,Tasmania,2010,923.86,7
South,Rose / Sparkling Wine,04.10.2012,14.48,1.0,Tasmania,2012,14.48,10
South,Rose / Sparkling Wine,19.12.2012,96.45,16.0,Tasmania,2012,1543.2,12
South,Rose / Sparkling Wine,03.02.2011,7.99,34.0,Victoria,2011,271.66,2
South,Rose / Sparkling Wine,31.07.2013,2.12,10.0,Victoria,2013,21.2,7
South,Rose / Sparkling Wine,30.01.2011,55.99,12.0,Victoria,2011,671.88,1
South,Rose / Sparkling Wine,02.12.2013,596.98,16.0,Victoria,2013,9551.68,12
South,Rose / Sparkling Wine,30.03.2010,80.97,12.0,Victoria,2010,971.64,3
South,Rose / Sparkling Wine,30.09.2012,14.48,24.0,Victoria,2012,347.52,9
South,Rose / Sparkling Wine,10.05.2011,39.48,14.0,Victoria,2011,552.72,5
South,Rose / Sparkling Wine,27.10.2013,999.99,4.0,Victoria,2013,3999.96,10
South,Rose / Sparkling Wine,24.05.2011,400.97,9.0,Victoria,2011,3608.73,5
South,Rose / Sparkling Wine,22.12.2013,120.97,2.0,Victoria,2013,241.94,12
South,Rose / Sparkling Wine,28.10.2013,1938.02,1.0,Victoria,2013,1938.02,10
South,Rose / Sparkling Wine,15.10.2013,115.99,3.0,Victoria,2013,347.97,10
South,Rose / Sparkling Wine,06.05.2013,99.99,15.0,Victoria,2013,1499.85,5
South,Rose / Sparkling Wine,30.05.2011,1.7,5.0,Victoria,2011,8.5,5
South,Rose / Sparkling Wine,18.06.2011,399.98,11.0,Victoria,2011,4399.78,6
South,Rose / Sparkling Wine,21.08.2011,55.99,20.0,Victoria,2011,1119.8,8
South,Rose / Sparkling Wine,08.04.2011,150.98,1.0,Victoria,2011,150.98,4
South,Rose / Sparkling Wine,18.11.2012,8.32,17.0,Victoria,2012,141.44,11
South,Rose / Sparkling Wine,26.02.2010,195.99,6.0,Victoria,2010,1175.94,2
South,Rose / Sparkling Wine,01.04.2011,510.14,5.0,Victoria,2011,2550.7,4
South,Rose / Sparkling Wine,22.04.2013,29.99,1.0,Victoria,2013,29.99,4
South,Rose / Sparkling Wine,10.06.2012,55.99,4.0,Victoria,2012,223.96,6
South,Rose / Sparkling Wine,06.02.2013,65.99,6.0,Victoria,2013,395.94,2
